X,Y,OBJECTID,Name_e,Nom_f,Noms_Alt_Names,Description,Min_Scale_Echelle,Max_Scale_Echelle,CONCISCODE
-7154291.05490476,6260481.41150905,698,Les Trois-Ruisseaux,Les Trois-Ruisseaux,,,250000,5000,Unincorporated area//Lieu non organisé
-7159115.04677724,6265641.95683702,699,Ruisseau du Gouvernement,Ruisseau du Gouvernement,,,25000,1000,River//Cours d'eau
-7169546.28975489,6251434.49772522,700,Ruisseau à l'Eau,Ruisseau à l'Eau,,,25000,1000,River//Cours d'eau
-7143264.85940593,6233632.3157325,701,Ruisseau du Cap Gaspé,Ruisseau du Cap Gaspé,,,25000,1000,River//Cours d'eau
-7174796.71882746,6268547.32935009,702,Rivière Morris,Rivière Morris,,,250000,5000,River//Cours d'eau
-7162256.77229958,6249134.30958799,703,Petit ruisseau du Cap aux Os,Petit ruisseau du Cap aux Os,,,25000,1000,River//Cours d'eau
-7163723.19258274,6267453.47505004,704,Le Grand Ruisseau,Le Grand Ruisseau,,,25000,1000,River//Cours d'eau
-7155064.13685365,6262153.81615176,705,La Longue Pointe,La Longue Pointe,,,250000,5000,Cape//Cap
-7175544.51949312,6245544.91081403,706,Pointe de Lourdes,Pointe de Lourdes,,,25000,1000,Cape//Cap
-7159666.8095387,6245215.19799549,707,Gros cap aux Os,Gros cap aux Os,,,250000,5000,Cape//Cap
-7581724.51728747,6213264.66084198,708,Cours d'eau Brand,Cours d'eau Brand,,,25000,1000,River//Cours d'eau
-7148947.77292076,6242489.88418807,709,Le Quai,Le Quai,,,25000,1000,Island//Île
-7187717.64595978,6265473.3660661,710,Ruisseau Toms,Ruisseau Toms,,,25000,1000,River//Cours d'eau
-7171289.85258327,6272780.76273223,711,Val-Renard,Val-Renard,,,700000,5000,Unincorporated area//Lieu non organisé
-7173496.18646911,6276503.3191478,712,Coulée des Jalbert,Coulée des Jalbert,,,250000,5000,Valley//Vallée
-7177610.19167867,6276186.46825184,713,Lac Castor,Lac Castor,,,25000,1000,Lake//Lac
-7169103.12129799,6276561.71330586,714,Cap Nord-Est,Cap Nord-Est,,,25000,1000,Cape//Cap
-7181901.67462055,6264060.62520595,715,Rivière au Renard,Rivière au Renard,,,1000000,1000,River//Cours d'eau
-7170084.02617312,6271540.90441703,716,Ruisseau des Noël,Ruisseau des Noël,,,25000,1000,River//Cours d'eau
-7164477.44883235,6249990.2686995,717,Ruisseau du Ravin,Ruisseau du Ravin,,,25000,1000,River//Cours d'eau
-7149398.49496809,6239922.55841232,718,Ruisseau de Grande-Grave,Ruisseau de Grande-Grave,,,25000,1000,River//Cours d'eau
-7166693.49894259,6250333.42215329,719,Ruisseau des Trois Chemins,Ruisseau des Trois Chemins,,,25000,1000,River//Cours d'eau
-7149808.15540374,6243126.95622175,720,Mont Saint-Alban,Mont Saint-Alban,,,250000,5000,Mountain//Mont
-7173904.83907128,6247803.56218898,721,Havre de Gaspé,Havre de Gaspé,,,1000000,1000,Bay//Baie
-7182352.61950529,6272797.52982787,722,La Grande Coulée,La Grande Coulée,,,250000,5000,Valley//Vallée
-7175532.62950651,6278569.03089597,723,Coulée des Lots,Coulée des Lots,,,250000,5000,Valley//Vallée
-7147699.64461099,6249491.47788778,724,Étang du Cap des Rosiers,Étang du Cap des Rosiers,,,25000,1000,Lake//Lac
-7142247.96945146,6232704.23275264,725,Cap Gaspé,Cap Gaspé,,,1000000,1000,Cape//Cap
-7176125.91334742,6264767.12072453,726,Rivière de la Division,Rivière de la Division,,,250000,5000,River//Cours d'eau
-7583389.30722891,6212015.56426049,727,Grand-Métis,Grand-Métis,,,700000,5000,Village//Village
-7159255.34802252,6266966.30966991,728,Cap des Cannes de Roches,Cap des Cannes de Roches,,,250000,5000,Cape//Cap
-7152468.38865777,6242345.88644831,729,Petit-Gaspé,Petit-Gaspé,,,250000,5000,Unincorporated area//Lieu non organisé
-7176697.03527806,6252251.92068524,730,Farewell Cove,Farewell Cove,,,250000,5000,Unincorporated area//Lieu non organisé
-7158513.07809092,6264804.54859434,731,Anse au Griffon,Anse au Griffon,,,250000,5000,Bay//Baie
-7148647.38040201,6238757.57912605,732,L'Anse-Blanchette,L'Anse-Blanchette,,,145000,5000,Unincorporated area//Lieu non organisé
-7147861.77467907,6252348.81837065,733,Anse à la Louise,Anse à la Louise,,,250000,5000,Bay//Baie
-7148226.3353907,6252363.42708436,734,L'Anse-à-la-Louise,L'Anse-à-la-Louise,,,145000,5000,Unincorporated area//Lieu non organisé
-7175625.32029239,6245122.85427773,735,Anse au Homard,Anse au Homard,,,25000,1000,Bay//Baie
-7169653.48286009,6246375.3749637,736,Barre de Sandy Beach,Barre de Sandy Beach,,,250000,5000,Beach//Plage
-7170526.21037827,6248085.25627589,737,Pointe de Sandy Beach,Pointe de Sandy Beach,,,250000,5000,Cape//Cap
-7146323.63649592,6235901.9361157,738,L'Anse-aux-Amérindiens,L'Anse-aux-Amérindiens,,,145000,5000,Unincorporated area//Lieu non organisé
-7180456.47187016,6258855.03534483,739,Ruisseau Beaudry,Ruisseau Beaudry,,,250000,5000,River//Cours d'eau
-7163175.29635038,6247432.3417665,740,Petit cap aux Os,Petit cap aux Os,,,25000,1000,Cape//Cap
-7182654.13569359,6259513.2696168,741,Ruisseau des Atocas,Ruisseau des Atocas,,,250000,5000,River//Cours d'eau
-7164455.44686741,6270727.61456207,742,L'Anse-à-Fugère,L'Anse-à-Fugère,,,700000,5000,Unincorporated area//Lieu non organisé
-7187675.69627029,6257774.39751425,743,Ruisseau Stanley,Ruisseau Stanley,,,25000,1000,River//Cours d'eau
-7173107.48101401,6250798.43097563,744,Ruisseau Ascah,Ruisseau Ascah,,,250000,5000,River//Cours d'eau
-7160943.66244518,6267964.70508882,745,Ruisseau des Enfants,Ruisseau des Enfants,,,25000,1000,River//Cours d'eau
-7149275.0910426,6243382.30982691,746,Cap-Bon-Ami,Cap-Bon-Ami,,,145000,5000,Unincorporated area//Lieu non organisé
-7263442.4946333,6111699.01010369,747,Paspébiac,Paspébiac,,,3500000,5000,City//Ville
-7158827.87344385,6264109.95840282,748,Rivière de l'Anse au Griffon,Rivière de l'Anse au Griffon,,,250000,5000,River//Cours d'eau
-7172586.56077253,6249840.18857967,749,Presqu'île de Penouille,Presqu'île de Penouille,,,1000000,1000,Cape//Cap
-7165245.66962917,6255674.16705561,750,La Grande Cavée,La Grande Cavée,,,25000,1000,River//Cours d'eau
-7168068.42368374,6274704.87235026,751,Anse de la Rivière au Renard,Anse de la Rivière au Renard,,,25000,1000,Bay//Baie
-7173171.24671614,6264173.34895421,752,Montagne de Roche,Montagne de Roche,,,25000,1000,Mountain//Mont
-7174041.97999489,6264192.10923007,753,Lac de la Montagne de Roche,Lac de la Montagne de Roche,,,250000,5000,Lake//Lac
-7179373.26298944,6254017.2664578,754,Ruisseau des Atocas,Ruisseau des Atocas,,,250000,5000,River//Cours d'eau
-7186207.79303,6256071.1215259,755,Fontenelle,Fontenelle,,,700000,5000,Unincorporated area//Lieu non organisé
-7586823.13963814,6213636.0718447,756,Ruisseau Jaune,Ruisseau Jaune,,,25000,1000,River//Cours d'eau
-7148604.75759384,6251804.10927302,757,Ruisseau Kavanagh,Ruisseau Kavanagh,,,250000,5000,River//Cours d'eau
-7148345.14926622,6238238.79112469,758,L'Anse-Saint-Georges,L'Anse-Saint-Georges,,,250000,5000,Unincorporated area//Lieu non organisé
-7176468.33112094,6278135.20949,759,Monts Notre-Dame,Monts Notre-Dame,,,1000000,1000,Mountain//Mont
-7148295.31902649,6242761.94973597,760,Anse du Cap des Rosiers,Anse du Cap des Rosiers,,,1000000,1000,Bay//Baie
-7150813.07771456,6255284.32938534,761,Ruisseau à Pierre,Ruisseau à Pierre,,,25000,1000,River//Cours d'eau
-7156272.36803256,6245996.04791787,762,Ruisseau de Petit-Gaspé,Ruisseau de Petit-Gaspé,,,250000,5000,River//Cours d'eau
-7149943.4617845,6254994.57513075,763,Ruisseau à Pierre,Ruisseau à Pierre,,,25000,1000,River//Cours d'eau
-7142897.73930635,6232810.31963384,764,Shiphead,Shiphead,,,145000,5000,Unincorporated area//Lieu non organisé
-7146024.0803163,6235495.28239225,765,Anse aux Amérindiens,Anse aux Amérindiens,,,25000,1000,Bay//Baie
-7181400.55817047,6248982.70305743,766,Ruisseau du Petit-Vieux,Ruisseau du Petit-Vieux,,,25000,1000,River//Cours d'eau
-7170361.39299448,6250464.61234549,767,Forillon National Park of Canada,Parc national du Canada Forillon,,,5000000,5000,Conservation area//Zone de préservation
-7148100.78810561,6247234.01759461,768,Pointe des Whalen,Pointe des Whalen,,,250000,5000,Cape//Cap
-7153457.06188669,6258055.05193494,769,Ruisseau à Carcy,Ruisseau à Carcy,,,25000,1000,River//Cours d'eau
-7188453.7640687,6252574.36632212,770,Ruisseau de Miss-Robert,Ruisseau de Miss-Robert,,,25000,1000,River//Cours d'eau
-7150566.7798046,6247691.65978211,771,Étangs de Castors,Étangs de Castors,,,25000,1000,Lake//Lac
-7181025.38094587,6254141.52784907,772,Ruisseau Blanc,Ruisseau Blanc,,,25000,1000,River//Cours d'eau
-7185014.88218622,6252699.06052615,773,Pointe-Navarre,Pointe-Navarre,,,250000,5000,Unincorporated area//Lieu non organisé
-7163440.7076173,6257948.15102675,774,Forillon,Forillon,,,145000,5000,Unincorporated area//Lieu non organisé
-7167132.19497957,6273543.27650617,775,Rivière-au-Renard,Rivière-au-Renard,,,2000000,5000,Unincorporated area//Lieu non organisé
-7148146.12764301,6253577.98810161,776,Pointe Carse,Pointe Carse,,,250000,5000,Cape//Cap
-7150952.85498778,6256886.047181,777,Jersey Cove,Jersey Cove,,,250000,5000,Unincorporated area//Lieu non organisé
-7584422.32435009,6212237.55519362,778,Rivière Mitis,Rivière Mitis,Rivière Mitis,,1000000,1000,River//Cours d'eau
-7188574.4495841,6258886.52807946,779,Ruisseau à Oscar-Fournier,Ruisseau à Oscar-Fournier,,,25000,1000,River//Cours d'eau
-7179656.19593882,6253204.6521604,780,Ruisseau Blanc,Ruisseau Blanc,,,25000,1000,River//Cours d'eau
-7169323.12173206,6273138.34074341,781,Ruisseau des Bond,Ruisseau des Bond,,,25000,1000,River//Cours d'eau
-7180574.94828664,6249487.79779326,782,Anse aux Cousins,Anse aux Cousins,,,25000,1000,Bay//Baie
-7158812.36036058,6264247.99608329,783,L'Anse-au-Griffon,L'Anse-au-Griffon,,,700000,5000,Unincorporated area//Lieu non organisé
-7171718.57633485,6244221.95679238,784,Sandy Beach,Sandy Beach,,,250000,5000,Unincorporated area//Lieu non organisé
-7179369.33634767,6264879.79732008,785,Rivière de la Division,Rivière de la Division,,,250000,5000,River//Cours d'eau
-7172964.00747602,6261864.35258156,786,Lac à Canard,Lac à Canard,,,25000,1000,Lake//Lac
-7183079.57533823,6252921.74737688,787,Bassin du Nord-Ouest,Bassin du Nord-Ouest,,,25000,1000,Bay//Baie
-7166354.75063646,6274106.70814781,788,Pointe au Renard,Pointe au Renard,,,1000000,1000,Cape//Cap
-7155028.02907313,6261386.72457824,789,Ruisseau des Whitty,Ruisseau des Whitty,,,25000,1000,River//Cours d'eau
-7157763.57566215,6237594.4198083,790,Baie de Gaspé,Baie de Gaspé,,,5000000,5000,Bay//Baie
-7175840.81199015,6277628.53368141,791,Coulée à Octave-Girard,Coulée à Octave-Girard,,,25000,1000,Valley//Vallée
-7146572.36792532,6239542.1531417,792,Cap Bon Ami,Cap Bon Ami,,,1000000,1000,Cape//Cap
-7177798.842372,6249924.71905589,793,Bassin du Nord-Ouest,Bassin du Nord-Ouest,,,1000000,1000,Bay//Baie
-7177021.71686835,6244966.42106292,794,Gaspé Harbour,Gaspé Harbour,,,85000,1000,Unincorporated area//Lieu non organisé
-7146777.87017721,6237842.69551082,795,Presqu'île de Forillon,Presqu'île de Forillon,,,250000,5000,Cape//Cap
-7164208.80705848,6270338.48834691,796,Le Grand Ruisseau,Le Grand Ruisseau,,,25000,1000,River//Cours d'eau
-7149527.8357813,6239956.43737058,797,Grande-Grave,Grande-Grave,,,250000,5000,Unincorporated area//Lieu non organisé
-7153193.4969585,6253876.00551038,798,Ruisseau Kavanagh,Ruisseau Kavanagh,,,250000,5000,River//Cours d'eau
-7170549.19821285,6254133.08058001,799,Ruisseau à l'Eau,Ruisseau à l'Eau,,,25000,1000,River//Cours d'eau
-7171037.77659666,6277419.22746776,800,Cap du Sud-Ouest,Cap du Sud-Ouest,,,25000,1000,Cape//Cap
-7158979.49192457,6245801.01013652,801,D'Aiguillon,D'Aiguillon,,,250000,5000,Unincorporated area//Lieu non organisé
-7179379.44985406,6256270.66749004,802,Ruisseau Beaudry,Ruisseau Beaudry,,,250000,5000,River//Cours d'eau
-7176668.77578767,6253027.68695633,803,Ruisseau Beaudry,Ruisseau Beaudry,,,250000,5000,River//Cours d'eau
-7266254.61654613,6110472.58016885,804,Pointe Jacques,Pointe Jacques,,,25000,1000,Cape//Cap
-7586292.34746112,6214186.33730812,805,Pointe aux Cenelles,Pointe aux Cenelles,,,250000,5000,Cape//Cap
-14687597.4941701,6933942.08585109,806,Botany Inlet,Botany Inlet,,,5000000,250,
-14616645.3108572,6863037.11404689,807,Swan Bay,Swan Bay,,,5000000,250,
-14680812.332444,6936131.84925018,808,Crescent Inlet,Crescent Inlet,,,5000000,250,
-14609075.2903468,6855132.52484454,809,Jedway Point,Jedway Point,,,5000000,250,
-14601144.3982127,6865527.71403578,810,Copper Islands,Copper Islands,,,5000000,250,
-14649798.8936107,6871560.04688831,811,Gowdas Islands,Gowdas Islands,,,5000000,250,
-14699883.8312807,6931720.93619139,812,San Christoval Range,San Christoval Range,,,5000000,250,
-14514565.9567162,7232564.98486983,813,Pillsbury Cove,Pillsbury Cove,,,5000000,250,
-14655208.07408,6918762.07927337,814,Lyell Bay,Lyell Bay,,,5000000,250,
-14644985.6480386,6926131.03093728,815,Powrivco Bay,Powrivco Bay,,,5000000,250,
-14584838.2503189,6788432.33234799,816,Cape St. James,Cape St. James,,,5000000,250,
-14663290.156219,6944465.67033075,817,Tangil Peninsula,Tangil Peninsula,,,5000000,250,
-14657545.4092136,6936921.81935055,818,Richardson Inlet,Richardson Inlet,,,5000000,250,
-14615108.9732295,6882011.61643624,819,Saw Reef,Saw Reef,,,5000000,250,
-14639436.3733527,6911793.08655632,820,Faraday Passage,Faraday Passage,,,5000000,250,
-14809010.4868577,7205802.84138191,821,Chanal Reef,Chanal Reef,,,5000000,250,
-14631914.3737893,6862706.456959,822,Yatza Mountain,Yatza Mountain,,,5000000,250,
-14693483.4055158,6939207.71591234,823,Corlett Peninsula,Corlett Peninsula,,,5000000,250,
-14648174.7954772,6875212.63226391,824,Gowgaia Bay,Gowgaia Bay,,,5000000,250,
-14650710.4606992,6937607.06785785,825,Klue Point,Klue Point,,,5000000,250,
-14699689.5619595,7024357.30245795,826,Belle Point,Belle Point,,,5000000,250,
-14296839.615652,7286230.3303419,827,Kitselas Canyon,Kitselas Canyon,,,5000000,250,
-14596037.6418104,6840087.81112941,828,South Cove,South Cove,,,5000000,250,
-14256954.8286969,7381221.18470165,829,Kitwanga,Kitwanga,,,5000000,250,
-14653948.6683616,6907703.22758868,830,Darwin Sound,Darwin Sound,,,5000000,250,
-14808269.4267174,7204508.33413618,831,Yaku,Yaku,,,5000000,250,
-14814893.4041242,7204644.47823865,832,Cape Knox,Cape Knox,,,5000000,250,
-14668456.0956712,6938773.92940949,833,Kwun Point,Kwun Point,,,5000000,250,
-14529014.481761,7230897.45019222,834,Dawes Point,Dawes Point,,,5000000,250,
-14665992.7875944,6946529.43142149,835,Dana Inlet,Dana Inlet,,,5000000,250,
-14580496.9974167,6839858.32823222,836,Huff Rock,Huff Rock,,,5000000,250,
-14702479.7352014,7029584.32216576,837,Skidegate Inlet,Skidegate Inlet,,,5000000,250,
-14672406.3300362,6868267.01621184,838,Océan Pacifique,Pacific Ocean,,,5000000,250,
-14643174.721019,6862445.97522666,839,Wells Cove,Wells Cove,,,5000000,250,
-14649947.2601759,6897199.38501241,840,Sivart Rock,Sivart Rock,,,5000000,250,
-14511593.3376866,7222700.92025714,841,Casey Point,Casey Point,,,5000000,250,
-14612340.9007851,6838545.93715815,842,Louscoone Inlet,Louscoone Inlet,,,5000000,250,
-14693065.264065,7020082.56108549,843,Oliver Point,Oliver Point,,,5000000,250,
-14650306.6140316,6976360.50061655,844,Skedans Point,Skedans Point,,,5000000,250,
-14591651.6343665,6842916.41092581,845,Carpenter Bay,Carpenter Bay,,,5000000,250,
-14622920.9935645,6843015.5040787,846,Staki Point,Staki Point,,,5000000,250,
-14700854.8594026,7027347.32053399,847,Bearskin Bay,Bearskin Bay,,,5000000,250,
-14612105.2272701,6837773.6458083,848,Head Rock,Head Rock,,,5000000,250,
-14677263.7967069,6939701.0221215,849,Crescent Inlet,Crescent Inlet,,,5000000,250,
-14520067.5537487,7233026.10725478,850,Auriol Point,Auriol Point,,,5000000,250,
-14528183.426236,7234748.95035747,851,Chapman Point,Chapman Point,,,5000000,250,
-14607375.5756674,6832052.04079689,852,Cadman Point,Cadman Point,,,5000000,250,
-14575888.9258965,6817093.44237744,853,Lyman Point,Lyman Point,,,5000000,250,
-14597211.7990792,6835523.55964292,854,Kendrick Point,Kendrick Point,,,5000000,250,
-14633028.9508758,6896378.98016434,855,Juan Perez Sound,Juan Perez Sound,,,5000000,250,
-14646137.8051059,6974921.31989121,856,Skedans Islands,Skedans Islands,,,5000000,250,
-14584629.731804,6832832.03184035,857,Koya Point,Koya Point,,,5000000,250,
-14699884.2519396,6931642.51076447,858,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-14583563.5835255,6795624.09450705,859,Ballard Point,Ballard Point,,,5000000,250,
-14598815.4559316,6851840.62422626,860,Collison Bay,Collison Bay,,,5000000,250,
-14716225.3276168,7179362.19328798,861,Shingle Spit,Shingle Spit,,,5000000,250,
-14630840.0976328,6885306.18355544,862,Newberry Point,Newberry Point,,,5000000,250,
-14691642.5832399,7020691.49214874,863,Alliford Bay,Alliford Bay,,,5000000,250,
-14587449.8622759,6808524.21885708,864,Luxana Bay,Luxana Bay,,,5000000,250,
-14589714.2745026,6828117.18962916,865,Charles Islands,Charles Islands,,,5000000,250,
-14646714.6812101,6890439.41434754,866,Hutton Inlet,Hutton Inlet,,,5000000,250,
-14663570.0525849,6935865.33456847,867,Tanu Passage,Tanu Passage,,,5000000,250,
-14803494.6024102,7202251.00524728,868,Bruin Bay,Bruin Bay,,,5000000,250,
-14802971.2611836,7203507.06787522,869,Parry Passage,Parry Passage,,,5000000,250,
-14614975.5800566,6869061.38070395,870,Rebecca Point,Rebecca Point,,,5000000,250,
-14615409.05143,6861232.09297086,871,Swan Islands,Swan Islands,,,5000000,250,
-14623355.7614725,6844224.4159408,872,Staki Bay,Staki Bay,,,5000000,250,
-14635835.6210396,6871187.23166946,873,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-14596752.229117,6830259.06969634,874,Denny Rocks,Denny Rocks,,,5000000,250,
-14809940.2831408,7211449.59737939,875,Rhodes Point,Rhodes Point,,,5000000,250,
-14681531.5321975,6910684.67875101,876,Pocket Inlet,Pocket Inlet,,,5000000,250,
-14695001.978574,7020423.68752138,877,Alliford Bay,Alliford Bay,,,5000000,250,
-14648369.5088132,6928813.90353133,878,Powrivco Point,Powrivco Point,,,5000000,250,
-14514693.1680131,7224869.94130829,879,Dodge Cove,Dodge Cove,,,5000000,250,
-14695741.5490251,7028779.28444887,880,Skidegate Landing,Skidegate Landing,,,5000000,250,
-14702479.7352014,7029584.32216576,881,Bearskin Bay,Bearskin Bay,,,5000000,250,
-14699840.3485575,6935767.43934384,882,Tasu Mountain,Tasu Mountain,,,5000000,250,
-14511444.2217577,7231471.13137829,883,Russell Point,Russell Point,,,5000000,250,
-14621103.5659223,6833686.35723137,884,Flamingo Inlet,Flamingo Inlet,,,5000000,250,
-14694651.6507608,6936201.22449883,885,Fairfax Inlet,Fairfax Inlet,,,5000000,250,
-14805488.9982823,7206478.82509396,886,Henslung Cove,Henslung Cove,,,5000000,250,
-14294673.510985,7291610.3396288,887,Usk,Usk,,,5000000,250,
-14697985.6262664,6939221.18705295,888,Tasu,Tasu,,,5000000,250,
-14591998.3075652,6830054.79624914,889,Raspberry Cove,Raspberry Cove,,,5000000,250,
-14649851.8693816,6938840.11134034,890,Klue Passage,Klue Passage,,,5000000,250,
-14581762.0958662,6807163.52410153,891,Luxana Bay,Luxana Bay,,,5000000,250,
-14673666.5478554,6929197.66763141,892,McEchran Cove,McEchran Cove,,,5000000,250,
-14809139.8811453,7209876.37108807,893,Harvey Rock,Harvey Rock,,,5000000,250,
-14629260.5882873,6922023.02094928,894,Tar Islands,Tar Islands,,,5000000,250,
-14597057.749315,6844067.94024928,895,Samuel Rock,Samuel Rock,,,5000000,250,
-14588662.6057619,6827170.11021238,896,Moore Head,Moore Head,,,5000000,250,
-14524227.2427321,7228751.72287896,897,Straith Point,Straith Point,,,5000000,250,
-14622237.9242664,6866924.39034929,898,Dolomite Narrows,Dolomite Narrows,,,5000000,250,
-14630911.029633,6872568.76785722,899,Skaat Harbour,Skaat Harbour,,,5000000,250,
-14608784.0176107,6828351.22510564,900,Tuga Point,Tuga Point,,,5000000,250,
-14513124.8897397,7230935.81100688,901,de Stein Point,de Stein Point,,,5000000,250,
-14585979.8569825,6802394.66264863,902,Howe Bay,Howe Bay,,,5000000,250,
-14694653.2736719,6936164.07478177,903,Tasu Sound,Tasu Sound,,,5000000,250,
-14639255.7258059,6885022.23334574,904,Marshall Inlet,Marshall Inlet,,,5000000,250,
-14617696.9465699,6827062.6444706,905,Cape Freeman,Cape Freeman,,,5000000,250,
-14514128.9661082,7224825.41470367,906,Dodge Cove,Dodge Cove,,,5000000,250,
-14517383.8487208,7231502.47556719,907,Venn Passage,Venn Passage,,,5000000,250,
-14598456.002122,6827412.19921845,908,Catherine Point,Catherine Point,,,5000000,250,
-14606979.1244794,6823587.19541923,909,Louscoone Inlet,Louscoone Inlet,,,5000000,250,
-14583150.6525179,6818845.82727133,910,Blackburn Peninsula,Blackburn Peninsula,,,5000000,250,
-14618266.6978066,6859241.10816136,911,Smithe Point,Smithe Point,,,5000000,250,
-14600744.6844395,6861296.61477062,912,New England Rocks,New England Rocks,,,5000000,250,
-14671860.9845038,6931858.61846967,913,Morgan Rock,Morgan Rock,,,5000000,250,
-14606615.9350478,6817433.43607858,914,Grays Cove,Grays Cove,,,5000000,250,
-14656430.2285698,6898470.3672554,915,De la Beche Inlet,De la Beche Inlet,,,5000000,250,
-14623463.593052,6906735.34607163,916,Kloo Rock,Kloo Rock,,,5000000,250,
-14585230.2023039,6822577.41078479,917,Orion Point,Orion Point,,,5000000,250,
-14659813.4407561,6921312.50944494,918,Shuttle Passage,Shuttle Passage,,,5000000,250,
-14580318.0967776,6801872.93515981,919,Annis Point,Annis Point,,,5000000,250,
-14806910.9186794,7211408.064875,920,Hazardous Cove,Hazardous Cove,,,5000000,250,
-14513661.7430984,7240816.15807355,921,Mission Mountain,Mission Mountain,,,5000000,250,
-14605321.9196601,6914271.77321677,922,Hecate Strait,Hecate Strait,,,5000000,250,
-14594999.7424868,6800671.05705078,923,Barber Point,Barber Point,,,5000000,250,
-14642711.2881176,6895889.35786423,924,Hutton Point,Hutton Point,,,5000000,250,
-14526689.2637516,7233276.48285327,925,Doolan Point,Doolan Point,,,5000000,250,
-14674179.6401151,6931287.21159361,926,Klunkwoi Bay,Klunkwoi Bay,,,5000000,250,
-14583759.7780521,6789616.96568926,927,Hecate Strait,Hecate Strait,,,5000000,250,
-14508227.8369297,7233080.52936785,928,Bacon Point,Bacon Point,,,5000000,250,
-14696937.7411803,6926931.62259787,929,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-14617031.1146371,6854901.35099598,930,Huston Point,Huston Point,,,5000000,250,
-14810913.9272606,7207482.17713322,931,Haida Gwaii,Haida Gwaii,,,5000000,250,
-14661916.1962767,6936120.06187321,932,Tanu Point,Tanu Point,,,5000000,250,
-14645762.3241856,6900824.11962067,933,Juan Perez Sound,Juan Perez Sound,,,5000000,250,
-14593353.8546519,6804121.51860256,934,Gilbert Bay,Gilbert Bay,,,5000000,250,
-14638510.9906182,6893378.35723137,935,Moresby Island,Moresby Island,,,5000000,250,
-14290665.45492,7284376.70517338,936,Kleanza Creek Park,Kleanza Creek Park,,,5000000,250,
-14643902.4194051,6908675.7094813,937,Sedgwick Point,Sedgwick Point,,,5000000,250,
-14623224.5646114,6876456.31169252,938,Section Cove,Section Cove,,,5000000,250,
-14581476.7844528,6821201.46469686,939,Rainy Islands,Rainy Islands,,,5000000,250,
-14602964.8514786,6820099.36725822,940,Haida Gwaii,Haida Gwaii,,,5000000,250,
-14510353.2013195,7233834.89429972,941,Melville Arm,Melville Arm,,,5000000,250,
-14667904.3017069,6926623.03801209,942,Echo Harbour,Echo Harbour,,,5000000,250,
-14527011.6681715,7225651.5439673,943,Chatham Sound,Chatham Sound,,,5000000,250,
-14637175.5390024,6886100.96635235,944,Marshall Inlet,Marshall Inlet,,,5000000,250,
-14510782.651253,7227316.19976464,945,Pillsbury Point,Pillsbury Point,,,5000000,250,
-14810735.6358466,7202052.74481732,946,Lepas Bay,Lepas Bay,,,5000000,250,
-14518200.0719169,7230931.52996539,947,Boundary Cove,Boundary Cove,,,5000000,250,
-14663124.0685723,6904727.17677307,948,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-14663271.3889918,6930810.17988487,949,Richardson Passage,Richardson Passage,,,5000000,250,
-14623516.684989,6863118.11961829,950,Bag Harbour,Bag Harbour,,,5000000,250,
-14808010.2224159,7203873.55336026,951,Kiusta,Kiusta,,,5000000,250,
-14523414.7652006,7223960.16400863,952,Kerr Rocks,Kerr Rocks,,,5000000,250,
-14706915.3230734,6935366.94150304,953,Davidson Point,Davidson Point,,,5000000,250,
-14582283.5060755,6784808.18727097,954,Hecate Strait,Hecate Strait,,,5000000,250,
-14672068.6917613,6938081.62983076,955,Triumph Point,Triumph Point,,,5000000,250,
-14594448.245065,6829124.90167923,956,Quadra Rocks,Quadra Rocks,,,5000000,250,
-14681997.7970994,6906742.29367597,957,Murray Cove,Murray Cove,,,5000000,250,
-14592446.2828412,6844932.49340509,958,Iron Point,Iron Point,,,5000000,250,
-14602908.7725399,6821552.64318484,959,Cape Fanny,Cape Fanny,,,5000000,250,
-14628740.400016,6874240.12024985,960,Wanderer Point,Wanderer Point,,,5000000,250,
-14805052.2412032,7205977.55697227,961,Testlatlints Rock,Testlatlints Rock,,,5000000,250,
-14522159.9884386,7233329.35332831,962,Venn Passage,Venn Passage,,,5000000,250,
-14668303.8774102,6928819.19847533,963,Echo Point,Echo Point,,,5000000,250,
-14664097.1265221,6929087.20678626,964,Lyell Point,Lyell Point,,,5000000,250,
-14566582.5774226,7225231.54251385,965,Tree Nob Group,Tree Nob Group,,,5000000,250,
-14607826.1223115,6854057.73528463,966,Harriet Harbour,Harriet Harbour,,,5000000,250,
-14613093.6826646,6857184.6868661,967,Skincuttle Inlet,Skincuttle Inlet,,,5000000,250,
-14596701.0162781,6853421.29574291,968,Nest Islets,Nest Islets,,,5000000,250,
-14597223.7280528,6833597.35399671,969,Rose Inlet,Rose Inlet,,,5000000,250,
-14806396.1426394,7204480.71933079,970,Astrolabe Rock,Astrolabe Rock,,,5000000,250,
-14657865.9365525,6897449.23896881,971,Sac Bay,Sac Bay,,,5000000,250,
-14704299.9506138,6942010.69247329,972,Lomgon Islets,Lomgon Islets,,,5000000,250,
-14593088.1355903,6829274.4618169,973,Trevan Rock,Trevan Rock,,,5000000,250,
-14803623.8041533,7205340.82091099,974,Solide Passage,Solide Passage,,,5000000,250,
